Date,Food Item,Quantity Donated,Quantity Requested,Expiration Date,Seasonality,Holidays,Market Prices,Disaster Events,Recipient Preferences,Delivery Time,Food Waste Rate,Distance Traveled (km),Transportation Mode,Storage Duration (days),Energy Used in Storage (kWh),Carbon Footprint,Fuel Type,Logistics Cost,Packaging Type,Refrigeration Required
130,4,0.24122790804880279,0.008241193472541056,1305,-0.21780799919516589,-1.087844710212408,-1.237763188956945,-0.4079418478485554,-1.2825375726209076,-1.2382008287364332,0.4512424028020601,-1.5312239305938005,1,-0.864155809988386,-0.9649806820438966,-0.7555242764815968,1,-1.7586131041966566,1,-0.596600539213493
1685,2,-0.7554264207466563,-1.0516751208512738,1949,-0.1577002206008485,-1.087844710212408,0.2652977958117391,5.418966420235368,0.21812067651137784,-1.4614019293504221,-1.251992097425913,-1.6682890643201416,2,-0.24993765260318568,-0.6949625114858706,0.19732717993940646,1,-1.0265658428879243,3,-0.596600539213493
1332,6,0.6949287592168849,0.44872589552919134,1446,0.17756536525589206,-1.087844710212408,0.7046020096136134,-0.4079418478485554,0.9684498010775205,-1.3063362934956837,1.7354488495019404,-1.4914845955333642,2,-0.9869994414654262,-0.6576731015656216,-0.5696917924403695,1,-1.7485951807738558,2,-0.596600539213493
769,0,1.5874550238098333,0.7928545690109494,963,-0.38378194395734605,0.9192488510650975,1.0440118645218606,-0.4079418478485554,1.7187789256436634,-0.06800642071630623,0.8052563892153324,0.07835810380828481,1,1.7155604510294558,-0.2613971565764199,-0.37413472848966867,1,0.42292933749085915,0,-0.596600539213493
343,4,0.0032209041573498668,-0.7694896085962322,608,-0.21780799919516589,-1.087844710212408,2.037238101875693,-0.4079418478485554,-0.532208448054765,-0.273226426417283,0.45321828028688177,-0.7868628296934429,1,-1.4783739673735865,-1.0704165036432007,-0.47141528312144354,1,-1.1745106780512644,0,-0.596600539213493
1515,4,1.4238252086344594,0.8685628771769361,1689,3.2495720436608004,0.9192488510650975,1.95637350609071,-0.4079418478485554,-0.15704388577169354,2.017290314281204,0.6798975434306225,1.6667719561901888,4,-0.6184685470343059,-0.2824788571259368,-0.35648437101814107,0,1.42884142684525,1,-0.596600539213493
1437,0,0.6354270082440217,0.6964985404360572,1600,-0.7512118224004597,0.9192488510650975,-0.14490732591655994,-0.4079418478485554,-0.15704388577169354,1.407702247211305,-0.634651740141464,1.0298009698721062,2,1.3470295565983355,0.39106111392954673,-0.608354806602045,1,1.2674374039476912,1,-0.596600539213493
805,0,0.18172615707593956,0.5037864832862726,1014,-0.8142547682150678,-1.087844710212408,0.17267446368028097,-0.4079418478485554,0.5932852387944492,-0.872132683642995,-0.6631123933415757,-1.0848307580997558,0,-0.1270940211261456,0.06646633501653798,-0.348561486802835,1,-1.1485146747491561,0,-0.596600539213493
385,8,1.7957111522148546,0.008241193472541056,542,-0.3704876804419116,0.9192488510650975,-0.40143534083157056,-0.4079418478485554,-0.532208448054765,-0.500021034903618,0.5919565610198916,-0.5409449182579446,0,-0.0042503896491055005,-0.2613971565764199,-0.5473729355910887,1,-0.5873696187834302,1,1.6761634196950517
1806,2,-0.4356045092675164,-0.46665637593228504,1352,-0.21780799919516589,0.9192488510650975,1.2781674465649722,3.088203113001798,-0.9073730103378363,2.161548595599893,0.1603064341374548,1.3441968717240227,4,-1.1098430729424662,-0.7762953548452647,3.8020486177247137,0,1.430755712678988,2,-0.596600539213493
955,4,-0.6810492320305773,-1.1617962963654362,1163,-0.21780799919516589,0.9192488510650975,2.0034731370429544,-0.4079418478485554,-0.532208448054765,-1.0942112559243085,0.16144619370213878,-1.204598504480978,1,-0.49562491555726584,-0.6055571734252023,-0.5788612058602051,1,-1.3523435739813003,0,-0.596600539213493
276,8,-0.5471702923416351,-0.975966812685287,500,-0.21780799919516589,0.9192488510650975,-1.2088477450167623,-0.4079418478485554,-0.532208448054765,0.901502904229502,0.5354597096765528,0.7308216643545988,4,0.732811399213135,0.875870122297284,2.8430158483245673,0,-0.0014180826558036247,0,-0.596600539213493
1184,3,1.1783804858713987,0.8892105975858416,1301,-0.6286063150845635,-1.087844710212408,0.3003952413944316,-0.4079418478485554,0.21812067651137784,-0.04615337239229278,-0.7552663548647839,0.22334706536368543,2,-0.9869994414654262,-0.8742458843108125,-0.6220494154200358,1,-0.07038045888187265,2,-0.596600539213493
459,5,1.6543944936543045,1.9491269119096566,725,0.0912299064904132,0.9192488510650975,0.10438803316278286,-0.4079418478485554,0.21812067651137784,-0.09545462627193213,0.13591475142790904,0.005866374833220171,2,0.609967767736095,0.3659103549300235,-0.3847103296688808,1,0.2644649575639495,3,-0.596600539213493
1337,5,0.010658623028957771,-0.5630124045071773,1540,-0.8521542238100199,0.9192488510650975,-0.07311908668872279,-0.4079418478485554,-0.9073730103378363,1.594176427062329,-0.15794618634802576,0.46235953593147666,1,0.9784986621672151,-0.2613971565764199,-0.35648437101814107,1,0.6254940295764189,1,-0.596600539213493
1806,4,1.06681470279728,1.1713961098408834,140,3.341387613304872,-1.087844710212408,1.6884454842219823,0.7574398057682291,-0.15704388577169354,-0.25775851316866677,0.47805475837972333,-0.4777995005641421,4,1.1013422936442552,0.9357826069935407,1.2924806717952793,0,-0.12135258862061467,2,-0.596600539213493
252,8,1.5130778350937544,2.0867783813023597,509,-0.016997803161330982,0.9192488510650975,0.4390400649115743,-0.4079418478485554,0.21812067651137784,0.8762772690995154,0.6657049537376386,0.45973640973864494,3,-0.741312178511346,-0.6423696816441248,-0.523450578155271,0,0.21870695353425162,1,-0.596600539213493
747,2,0.0032209041573498668,-1.1342660024868958,778,0.23392342753003958,-1.087844710212408,-0.03607315508760042,-0.4079418478485554,1.343614363360592,1.9776887885622332,-0.023587994285817506,0.9214206718761104,1,1.3470295565983355,0.6334536458413359,-0.39630886009506494,1,1.161371359211396,2,-0.596600539213493
856,5,-1.4768851512926229,0.008241193472541056,1305,-0.21780799919516589,-1.087844710212408,-0.5898554822984066,-0.4079418478485554,0.5932852387944492,-0.45601590808676545,-0.13889943928687265,0.08355043784201911,1,0.4871241362590548,0.31539576835602984,-0.4160408205920164,1,0.13928225514297995,0,1.6761634196950517
1584,3,0.15197528158950793,-0.21888373102541925,1740,-0.21913187033451442,-1.087844710212408,-0.9701086283484025,-0.4079418478485554,1.343614363360592,0.08298272933013363,0.7875439124613982,-0.203628289549968,1,-1.2326867044195062,-1.0092286119155045,1.4687430921857705,0,-0.5459842833552494,0,-0.596600539213493
474,4,0.531298944041511,0.008241193472541056,599,4.170168027669678,-1.087844710212408,0.8934647288066174,-0.4079418478485554,0.5932852387944492,-1.3559675014155217,-0.825955707891326,-1.5358138003962025,1,0.11859324182793458,-0.19298653343026462,-0.4292332532460147,0,-1.5321221308955484,3,-0.596600539213493
1082,6,-1.000871143509717,-1.2237394575921527,1080,-0.1420297048066297,-1.087844710212408,-0.08861406350955219,-0.4079418478485554,-1.657702134903979,-1.514337498890772,1.7833286044266037,-1.759918508875198,1,0.24143687330497468,0.5101507656962266,-0.3125422440837844,1,-1.7225686590224902,3,1.6761634196950517
510,3,1.7138962446271677,0.008241193472541056,798,0.0543054150634659,0.9192488510650975,0.014901562300512622,-0.4079418478485554,-0.15704388577169354,-0.5950236066399296,-0.347618538042583,0.005866374833220171,3,0.24143687330497468,-0.2337095484930985,-0.35648437101814107,0,-0.696626983331349,3,-0.596600539213493
1705,8,0.41229544209578456,0.9924491996303691,1731,-0.025710095226187578,0.9192488510650975,-0.21625938511262338,-0.4079418478485554,-0.9073730103378363,-1.4557828652755163,-1.0129315444878515,-1.720497120881029,0,-0.741312178511346,-0.5969046246973858,-0.35648437101814107,1,-0.0014180826558036247,1,-0.596600539213493
1499,6,0.4271708798390004,0.008241193472541056,1644,-0.4271950659700575,-1.087844710212408,-1.2044494553983303,-0.4079418478485554,0.9684498010775205,2.4006364651907934,0.4925058007928589,1.6674719057332694,2,-0.49562491555726584,-0.3196699312235323,-0.35648437101814107,1,1.4583992847145322,1,-0.596600539213493
699,5,1.2825085500739093,0.008241193472541056,901,0.1689710287559964,0.9192488510650975,0.27610034415787166,-0.4079418478485554,-0.532208448054765,-1.509973466035896,-0.13889943928687265,-1.7689825700922943,1,0.9784986621672151,1.8645101281672891,-0.3707000316069162,1,-1.5582020481760006,0,1.6761634196950517
975,9,0.9552489197231615,1.03374464044818,1128,-0.9011918635072661,-1.087844710212408,0.42808947483997256,-0.4079418478485554,-0.532208448054765,0.4017549495599531,-0.13889943928687265,0.005866374833220171,0,-0.9869994414654262,-0.6610783855070169,-0.623401164015502,1,1.3172412647310838,1,-0.596600539213493
1806,5,1.1263164537701433,0.7171462608449627,1305,-0.6020811791199369,0.9192488510650975,-0.26058333610390993,-0.4079418478485554,0.21812067651137784,-0.1753678724360272,-0.7746032247126373,0.6066791027354124,4,1.1013422936442552,0.47046065465676334,2.4165997406481883,0,0.7956047834154293,1,-0.596600539213493
189,4,1.691583088012344,1.1025703751445317,270,3.1719683124582816,-1.087844710212408,-1.061516679851913,-0.4079418478485554,-1.657702134903979,-1.229016634246899,0.7435855356849767,-1.4412371045986594,1,-0.9869994414654262,-0.5363694890392586,-0.45235130355018854,0,-1.6994206285728284,1,-0.596600539213493
957,0,0.2486656269204107,-0.07434968816308088,1177,0.15625939532828348,-1.087844710212408,-0.1858605855523415,-0.4079418478485554,1.343614363360592,-0.8799979141505417,-0.7271817343943399,-0.9030183162476928,4,-0.1270940211261456,0.8922653496383679,0.61353911505322,0,-0.9705844886575077,3,1.6761634196950517
686,5,0.3453559722513134,-0.1775882902076083,720,-0.41975789658190776,-1.087844710212408,0.8752079381625827,-0.4079418478485554,0.9684498010775205,0.619380216334776,-1.113840362792332,1.7390799213744612,0,-1.3555303358965465,-0.9779451927367517,-0.41051881801708046,1,-0.0014180826558036247,3,-0.596600539213493
957,1,1.4982023973505385,1.7357671343509664,1146,0.05224411822234287,-1.087844710212408,1.3920927752331196,-0.4079418478485554,0.9684498010775205,-0.10866630866059718,-0.004043651863020222,-1.815947530487763,1,1.7155604510294558,0.9313968973939688,-0.509993061919058,1,-1.4309270355455221,1,1.6761634196950517
562,5,0.047847217386997286,-0.2120011575557841,848,-0.5872269325733163,0.9192488510650975,0.5715565499897821,-0.4079418478485554,-0.15704388577169354,-1.4622267679466046,-0.0574972870123592,-1.7482417549358598,1,0.609967767736095,0.7843199875854399,-0.399475508228807,1,-1.6245226765373997,1,1.6761634196950517
1590,5,-1.2611913040159937,-1.8087582025111413,1866,0.29418578935866213,0.9192488510650975,-0.08044291873459797,-0.4079418478485554,-1.657702134903979,0.2899426875108316,-0.03284985954120104,0.005866374833220171,4,1.4698731880753755,1.9417586861882787,3.703673266418976,0,1.6579871560561787,3,1.6761634196950517
1806,5,0.0032209041573498668,-0.41159578817520376,1565,-0.8996827126337225,-1.087844710212408,-0.6953690748233593,-0.4079418478485554,-0.15704388577169354,-0.3710999547207475,0.055593563018490985,-0.024568629114321543,3,-1.1098430729424662,-1.002859301751852,-0.5416575330376894,0,-0.0014180826558036247,2,-0.596600539213493
831,5,0.0032209041573498668,-0.7350767412480563,969,-0.6976996386437486,0.9192488510650975,-0.8383411449403504,1.9228214593850137,0.9684498010775205,-1.3975249598283819,-0.5663666622661875,-1.579303333264369,4,-1.1098430729424662,-0.5832231129834888,0.00591550562951959,0,-1.574683028254641,1,1.6761634196950517
1528,5,1.5205155539653623,2.045482940484549,1305,-0.8916028258117996,-1.087844710212408,-0.08861406350955219,-0.4079418478485554,0.5932852387944492,1.6868500079779116,-0.13889943928687265,0.005866374833220171,4,-0.0042503896491055005,-1.0561970992114076,3.205739147738714,1,0.7013234658684506,1,-0.596600539213493
1154,5,0.7023664780884928,0.8685628771769361,1247,-0.8975759180310825,-1.087844710212408,0.44915198790847694,-0.4079418478485554,-0.9073730103378363,-0.10866630866059718,1.1388987483454265,-0.33533051024705074,1,-1.2326867044195062,-0.0988185664695075,-0.4613776704345479,1,-0.6748742558928982,3,1.6761634196950517
1806,5,0.6726156026020612,-0.012406526936364426,1632,0.2145588120658977,-1.087844710212408,0.6696063157790719,-0.4079418478485554,-0.15704388577169354,-0.54806187181931,0.3501120341934327,-0.22725838227033046,1,-1.6012175988506265,-1.065358660550473,-0.43444265982073965,1,-0.655728364012602,3,-0.596600539213493
646,7,-1.7223298740556838,-1.4164515147419372,700,-0.5737157531623837,0.9192488510650975,0.5220497349821619,-0.4079418478485554,-1.2825375726209076,0.668751052912418,-0.8602167099658538,1.2788903724378171,2,0.8556550306901751,-0.2613971565764199,-0.49136051091337796,1,1.3957165627538315,0,-0.596600539213493
20,7,-0.48023082249716387,-0.7970199024747728,1305,-0.21780799919516589,0.9192488510650975,-1.2721080140261414,-0.4079418478485554,-1.657702134903979,-1.4827163575485627,0.5945947539087975,-1.7310512626407268,1,-0.9869994414654262,-0.7379493007586675,-0.5965283120140625,1,-1.9830463614826705,2,1.6761634196950517
840,6,0.5684875383995506,0.0357714873510817,854,-0.5847004519046847,0.9192488510650975,-1.0892850072873181,0.7574398057682291,-0.532208448054765,0.5952191050996889,3.481244085095304,1.3930198237446871,4,1.2241859251212954,-0.2613971565764199,3.4983953089923108,0,1.7383918339086308,0,-0.596600539213493
166,9,1.3940743331480279,1.1645135363712482,423,0.0857673429489096,-1.087844710212408,-1.3762585966841296,1.9228214593850137,1.343614363360592,2.506085665134041,-1.2050148337259254,0.9936944744024322,1,-0.864155809988386,0.20940382748385222,-0.1523995037766679,1,1.001119058150226,2,1.6761634196950517
1297,0,0.19660159481915537,-0.12941027592016216,1587,-0.5288005532401826,0.9192488510650975,-0.3877185832937009,-0.4079418478485554,1.343614363360592,-1.0244400093465276,0.008829672950651313,-1.1103509078006102,1,0.9784986621672151,-0.5941005804015361,-0.4139861642413532,1,-0.0014180826558036247,1,-0.596600539213493
387,3,1.535390991708578,0.008241193472541056,379,-0.17670921064830775,0.9192488510650975,-0.2672790206161787,3.088203113001798,-0.9073730103378363,-0.614131518107023,0.6636083648490444,-0.37787614784236184,0,-1.4783739673735865,-1.0006080412869114,0.14295251874434736,1,-0.3411643057816396,0,-0.596600539213493
600,1,-1.5066360267790546,0.008241193472541056,894,0.1552761601052517,0.9192488510650975,1.11209111755505,-0.4079418478485554,-0.15704388577169354,0.4921094728689443,0.49471602306133683,0.2933110140516831,1,-0.37278128408022576,-0.12126572104059576,-0.6221864160116952,1,0.14245381598378667,0,1.6761634196950517
1806,5,1.6023304615530491,0.8341500098287604,1305,-0.5200555414801299,-1.087844710212408,-1.4353715248049055,0.7574398057682291,-1.2825375726209076,-0.8856046698978117,0.706001452017336,-0.9870571696821838,2,-1.3555303358965465,-0.3760722703123713,-0.42708190825524034,1,-1.1971931256914259,2,1.6761634196950517
13,5,-1.0678106133541883,-0.6318381392035289,87,-0.7365363200195699,0.9192488510650975,-0.31343198617317575,-0.4079418478485554,1.343614363360592,-0.7071314888277715,-0.015023066260244244,-0.8723607310738098,3,0.36428050478201474,-0.6389440389715424,-0.5717724298889998,0,-0.8250901197554337,1,-0.596600539213493
241,9,-0.9859957057665013,-0.8314327698229486,444,-0.8345722931715062,0.9192488510650975,0.14213306076386717,1.9228214593850137,0.5932852387944492,-0.07225044115069516,-1.1336992186933315,0.055346444145194164,3,1.7155604510294558,0.21060085527234132,-0.13011193966741677,0,0.6891375917092591,1,-0.596600539213493
776,7,-0.39097819603786904,-0.32900490653958187,1054,-0.21397668621127544,0.9192488510650975,0.28335927853652854,-0.4079418478485554,-0.15704388577169354,-0.3313699624549104,-0.8708085406425913,0.3412606768359244,1,-0.0042503896491055005,0.08646264361476044,-0.35648437101814107,1,0.27599816896054297,1,-0.596600539213493
1369,7,-1.7595184684137233,-2.042765700478737,1305,-0.1607833880341469,0.9192488510650975,-0.08861406350955219,1.9228214593850137,-1.657702134903979,-0.4832850733727528,-1.2573053662661027,-0.5053266099560728,0,1.7155604510294558,4.200279565415882,0.3810435946565308,1,0.14043663463183106,0,1.6761634196950517
564,9,-0.7182378263886168,-1.271917471879599,599,0.17115828442974282,-1.087844710212408,1.270237582711962,-0.4079418478485554,-0.15704388577169354,1.725816856183981,-0.13889943928687265,1.663858197540606,4,-0.0042503896491055005,2.0029687053368117,3.7809050675222893,0,1.5703541579462674,3,1.6761634196950517
897,0,0.687491040345277,0.3867827343024749,943,-0.3263471971711155,0.9192488510650975,-1.0357304643464433,-0.4079418478485554,-1.657702134903979,-1.1766775901235285,-0.13889943928687265,-1.2426371972480283,0,-0.0042503896491055005,-0.8130270797046922,-0.4157159881186434,1,-1.3318243146576623,1,-0.596600539213493
1363,5,-0.16040891101802401,-0.5217169636893664,1681,0.16638639423696228,0.9192488510650975,-0.2548992157232495,-0.4079418478485554,-1.657702134903979,-0.7396672064259816,2.289005627785636,-0.6024638149178574,1,-0.37278128408022576,-0.4056966560063968,-0.26857969769931106,1,-0.7341934606885838,3,-0.596600539213493
91,0,-1.008308862381325,-1.5265726902560999,214,-0.2751050807217489,-1.087844710212408,0.5438288616286407,-0.4079418478485554,-0.15704388577169354,0.8697539989522348,-1.124264680063221,0.9790543699285801,1,1.4698731880753755,1.01005429722732,-0.35648437101814107,1,1.246647254658181,1,1.6761634196950517
1390,4,0.8064945422910035,1.1232180955534372,1305,3.7733414744337197,0.9192488510650975,1.3213264887201188,-0.4079418478485554,-0.9073730103378363,-0.14250075376799334,-0.13889943928687265,0.4401594595045761,0,0.11859324182793458,1.4477869639175205,-0.4365231324920255,1,0.40165801233768517,3,1.6761634196950517
955,4,-1.2016895530431306,-1.0034971065638276,1282,4.3336115390039565,0.9192488510650975,1.5618834565091555,-0.4079418478485554,1.343614363360592,-0.9360828269109457,-0.47639424533803926,-1.4222426876910466,1,-1.3555303358965465,-0.2613971565764199,-0.6145361477293863,1,-1.767450364200142,3,1.6761634196950517
1478,7,-1.5066360267790546,-1.8294059229200468,1759,-0.5430323122469674,-1.087844710212408,-0.9781512337638909,-0.4079418478485554,-0.15704388577169354,-0.9706858414028938,-0.630826506000797,-0.7978333539998262,0,-0.24993765260318568,0.8753357458619335,-0.33135172456576373,1,-0.8965184038122933,0,1.6761634196950517
1806,3,-1.3355684927320728,-1.1686788698350714,1305,0.13688528763202573,0.9192488510650975,-0.9660490024659832,-0.4079418478485554,1.7187789256436634,-0.32639974014803896,-1.001352069671863,0.005866374833220171,1,-1.2326867044195062,-0.7489368648014879,-0.6559970435409352,1,-0.3787842349341467,3,-0.596600539213493
508,4,1.0593769839256721,0.7171462608449627,501,3.6834052561613517,0.9192488510650975,2.739906129052464,-0.4079418478485554,0.21812067651137784,-0.404210259749433,0.5518681541257769,0.005866374833220171,2,-0.24993765260318568,-0.4486062893113148,-0.3973167973811548,1,-0.29301059473207425,0,-0.596600539213493
775,7,0.9924375140812011,0.689615966966422,1305,0.14284675787203657,-1.087844710212408,1.5813710965719514,-0.4079418478485554,1.7187789256436634,-0.6436819253917377,-0.13889943928687265,-0.4080488960097769,1,-0.0042503896491055005,-0.8510451174020143,-0.5170636686518479,1,-0.601675608062408,2,-0.596600539213493
34,5,-1.015746581252933,-1.0792054147298145,26,-0.7847060877749726,-1.087844710212408,0.6051889857688042,-0.4079418478485554,-0.532208448054765,-1.499335430786999,-0.16805556313189604,-1.7965377059067638,0,-0.0042503896491055005,0.2360110389938815,-0.6402594086534209,1,-1.787278777786538,1,1.6761634196950517
205,2,-1.0678106133541883,-1.154913722895801,399,-0.08484690202215829,-1.087844710212408,1.023456968146111,-0.4079418478485554,0.21812067651137784,-0.5050481239423518,-0.5861690746854096,-0.9198478758679155,0,-0.49562491555726584,-0.35646770902403707,-0.7065348371574594,1,-1.0736732485474574,0,-0.596600539213493
1104,2,-0.8223658905911274,-1.354508353515221,1373,-0.21780799919516589,0.9192488510650975,1.1045021355424773,-0.4079418478485554,0.21812067651137784,-1.1259623852721643,-0.4335106640715976,-1.1113086528012,1,1.1013422936442552,-0.2613971565764199,-0.6215280504074081,1,-0.885698640772281,3,-0.596600539213493
1585,8,-1.1868141152999148,-1.1136182820779903,1755,-0.7966767956052458,0.9192488510650975,-1.1092358283824364,4.253584766618583,0.9684498010775205,-1.4754292610496087,0.15169082447240914,-1.6959834642401448,1,0.24143687330497468,-0.18226621554344097,0.2479281121922413,1,-1.0825417364542125,0,-0.596600539213493
1411,5,0.0032209041573498668,-0.6524858596124344,1688,-0.8416681241513431,-1.087844710212408,-0.5546852257744761,0.7574398057682291,-0.15704388577169354,-0.5102449924478492,-0.490174644790095,-0.41125880144036825,0,-1.3555303358965465,-0.8184578545558342,-0.5992962184722586,1,-0.6336898265283428,2,-0.596600539213493
1025,2,1.461013802992499,1.5774679445493578,1256,-0.04561665880723941,0.9192488510650975,-1.077572419599931,-0.4079418478485554,-0.532208448054765,-1.3221323409332268,-0.4623774433670743,-1.5554231300329393,2,-0.0042503896491055005,1.770811077305197,-0.17385298522955786,1,-1.5801855953375625,1,1.6761634196950517
1806,0,-0.1380957544032003,-0.29459203919140603,1041,-0.42135019151481246,-1.087844710212408,-0.2646064328623591,-0.4079418478485554,0.9684498010775205,-1.3444876799390595,-0.7310728288109107,-1.4943997148140256,2,0.732811399213135,0.27465164626228133,-0.35648437101814107,1,-1.3472280916021229,3,1.6761634196950517
1413,8,0.10734896835986052,-0.41159578817520376,1699,-0.4407453131378884,-1.087844710212408,-1.284087858278669,-0.4079418478485554,0.21812067651137784,0.7621695129151025,0.39436622774621805,1.5986135778870127,2,0.732811399213135,0.36438548884510785,-0.35648437101814107,1,1.6797398383596662,2,1.6761634196950517
